GameID,FileName,Extension,Platform,Genre,Description,Compatibility,Size,DownloadLink,CoverArtLink
PSX-8B78AEEF,Impact Racing,CUE,Sony PlayStation 1,Racing,"Impact Racing.cue is an engaging Racing game released for the Sony PlayStation 1. This title offers a unique experience within the racing genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",625 Bytes,https://archive.org/download/Centuron-PSX/Impact Racing.cue,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Impact%20Racing.png
PSX-F9ABD320,In Cold Blood,BIN,Sony PlayStation 1,General,In Cold Blood is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",517.91 MB,https://archive.org/download/Centuron-PSX/In Cold Blood (Disc 1).bin,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/In%20Cold%20Blood.png
PSX-07673A09,In Cold Blood,CUE,Sony PlayStation 1,General,In Cold Blood is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",85 Bytes,https://archive.org/download/Centuron-PSX/In Cold Blood (Disc 1).cue,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/In%20Cold%20Blood.png
PSX-53701173,In Cold Blood,BIN,Sony PlayStation 1,General,In Cold Blood is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",625.88 MB,https://archive.org/download/Centuron-PSX/In Cold Blood (Disc 2).bin,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/In%20Cold%20Blood.png
PSX-8033D047,In Cold Blood,CUE,Sony PlayStation 1,General,In Cold Blood is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",85 Bytes,https://archive.org/download/Centuron-PSX/In Cold Blood (Disc 2).cue,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/In%20Cold%20Blood.png
PSX-25646B6E,In einem Land vor unserer Zeit - Die Rueckkehr ins Grosse Tal,BIN,Sony PlayStation 1,General,In einem Land vor unserer Zeit - Die Rueckkehr ins Grosse Tal.bin is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",307.79 MB,https://archive.org/download/Centuron-PSX/In einem Land vor unserer Zeit - Die Rueckkehr ins Grosse Tal.bin,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/In%20einem%20Land%20vor%20unserer%20Zeit%20-%20Die%20Rueckkehr%20ins%20Grosse%20Tal.png
PSX-593C8DD6,In einem Land vor unserer Zeit - Die Rueckkehr ins Grosse Tal,CUE,Sony PlayStation 1,General,In einem Land vor unserer Zeit - Die Rueckkehr ins Grosse Tal.cue is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",124 Bytes,https://archive.org/download/Centuron-PSX/In einem Land vor unserer Zeit - Die Rueckkehr ins Grosse Tal.cue,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/In%20einem%20Land%20vor%20unserer%20Zeit%20-%20Die%20Rueckkehr%20ins%20Grosse%20Tal.png
PSX-94D960EA,In the Hunt,BIN,Sony PlayStation 1,General,In the Hunt.bin is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",638.84 MB,https://archive.org/download/Centuron-PSX/In the Hunt.bin,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/In%20the%20Hunt.png
PSX-150EFDB3,In the Hunt,CUE,Sony PlayStation 1,General,In the Hunt.cue is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",1.86 KB,https://archive.org/download/Centuron-PSX/In the Hunt.cue,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/In%20the%20Hunt.png
PSX-7B4088A0,Incredible Crisis,BIN,Sony PlayStation 1,General,Incredible Crisis.bin is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",687.96 MB,https://archive.org/download/Centuron-PSX/Incredible Crisis.bin,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Incredible%20Crisis.png
PSX-7B30A63C,Incredible Crisis,CUE,Sony PlayStation 1,General,Incredible Crisis.cue is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",80 Bytes,https://archive.org/download/Centuron-PSX/Incredible Crisis.cue,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Incredible%20Crisis.png
PSX-2482DA39,"Incredible Hulk, The - The Pantheon Saga",BIN,Sony PlayStation 1,General,"Incredible Hulk, The - The Pantheon Saga.bin is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.","Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",704.95 MB,"https://archive.org/download/Centuron-PSX/Incredible Hulk, The - The Pantheon Saga.bin",https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Incredible%20Hulk%2C%20The%20-%20The%20Pantheon%20Saga.png
PSX-89816030,"Incredible Hulk, The - The Pantheon Saga",CUE,Sony PlayStation 1,General,"Incredible Hulk, The - The Pantheon Saga.cue is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.","Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",957 Bytes,"https://archive.org/download/Centuron-PSX/Incredible Hulk, The - The Pantheon Saga.cue",https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Incredible%20Hulk%2C%20The%20-%20The%20Pantheon%20Saga.png
PSX-C7170929,Independence Day - The Game,BIN,Sony PlayStation 1,General,Independence Day - The Game.bin is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",458.50 MB,https://archive.org/download/Centuron-PSX/Independence Day - The Game.bin,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Independence%20Day%20-%20The%20Game.png
PSX-77463A08,Independence Day - The Game,CUE,Sony PlayStation 1,General,Independence Day - The Game.cue is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",212 Bytes,https://archive.org/download/Centuron-PSX/Independence Day - The Game.cue,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Independence%20Day%20-%20The%20Game.png
PSX-5E5DDAF8,Indy 500,BIN,Sony PlayStation 1,General,Indy 500.bin is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",410.67 MB,https://archive.org/download/Centuron-PSX/Indy 500.bin,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Indy%20500.png
PSX-73B89FF6,Indy 500,CUE,Sony PlayStation 1,General,Indy 500.cue is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",437 Bytes,https://archive.org/download/Centuron-PSX/Indy 500.cue,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Indy%20500.png
PSX-C7D7A00B,Infestation,BIN,Sony PlayStation 1,General,Infestation.bin is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",313.88 MB,https://archive.org/download/Centuron-PSX/Infestation.bin,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Infestation.png
PSX-FE682B46,Infestation,CUE,Sony PlayStation 1,General,Infestation.cue is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",501 Bytes,https://archive.org/download/Centuron-PSX/Infestation.cue,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Infestation.png
PSX-B546ADFE,Inspector Gadget - Gadget's Crazy Maze,BIN,Sony PlayStation 1,General,Inspector Gadget - Gadget's Crazy Maze.bin is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",434.82 MB,https://archive.org/download/Centuron-PSX/Inspector Gadget - Gadget's Crazy Maze.bin,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Inspector%20Gadget%20-%20Gadget%27s%20Crazy%20Maze.png
PSX-EE6A98B3,Inspector Gadget - Gadget's Crazy Maze,CUE,Sony PlayStation 1,General,Inspector Gadget - Gadget's Crazy Maze.cue is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",772 Bytes,https://archive.org/download/Centuron-PSX/Inspector Gadget - Gadget's Crazy Maze.cue,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Inspector%20Gadget%20-%20Gadget%27s%20Crazy%20Maze.png
PSX-E30672BE,Intellivision Classics,BIN,Sony PlayStation 1,General,Intellivision Classics is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",345.26 MB,https://archive.org/download/Centuron-PSX/Intellivision Classics (USA).bin,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Intellivision%20Classics.png
PSX-64DB29F3,Intellivision Classics,CUE,Sony PlayStation 1,General,Intellivision Classics is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",213 Bytes,https://archive.org/download/Centuron-PSX/Intellivision Classics (USA).cue,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Intellivision%20Classics.png
PSX-D65386AB,International Cricket Captain 2000,BIN,Sony PlayStation 1,General,International Cricket Captain 2000.bin is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",159.84 MB,https://archive.org/download/Centuron-PSX/International Cricket Captain 2000.bin,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/International%20Cricket%20Captain%202000.png
PSX-9CC3A262,International Cricket Captain 2000,CUE,Sony PlayStation 1,General,International Cricket Captain 2000.cue is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",97 Bytes,https://archive.org/download/Centuron-PSX/International Cricket Captain 2000.cue,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/International%20Cricket%20Captain%202000.png
PSX-00C313F1,International Cricket Captain 2001 - Ashes Edition,BIN,Sony PlayStation 1,General,International Cricket Captain 2001 - Ashes Edition.bin is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",161.62 MB,https://archive.org/download/Centuron-PSX/International Cricket Captain 2001 - Ashes Edition.bin,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/International%20Cricket%20Captain%202001%20-%20Ashes%20Edition.png
PSX-8A80640B,International Cricket Captain 2001 - Ashes Edition,CUE,Sony PlayStation 1,General,International Cricket Captain 2001 - Ashes Edition.cue is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",113 Bytes,https://archive.org/download/Centuron-PSX/International Cricket Captain 2001 - Ashes Edition.cue,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/International%20Cricket%20Captain%202001%20-%20Ashes%20Edition.png
PSX-385AE467,International Cricket Captain 2002,BIN,Sony PlayStation 1,General,International Cricket Captain 2002.bin is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",161.18 MB,https://archive.org/download/Centuron-PSX/International Cricket Captain 2002.bin,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/International%20Cricket%20Captain%202002.png
PSX-C70A9C3F,International Cricket Captain 2002,CUE,Sony PlayStation 1,General,International Cricket Captain 2002.cue is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",97 Bytes,https://archive.org/download/Centuron-PSX/International Cricket Captain 2002.cue,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/International%20Cricket%20Captain%202002.png
PSX-571BF51E,International Karate +,BIN,Sony PlayStation 1,General,International Karate +.bin is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",152.72 MB,https://archive.org/download/Centuron-PSX/International Karate +.bin,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/International%20Karate%20%2B.png
PSX-EFDD11D8,International Karate +,CUE,Sony PlayStation 1,General,International Karate +.cue is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",329 Bytes,https://archive.org/download/Centuron-PSX/International Karate +.cue,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/International%20Karate%20%2B.png
PSX-81FCE8A8,International Moto X,BIN,Sony PlayStation 1,General,International Moto X.bin is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",449.50 MB,https://archive.org/download/Centuron-PSX/International Moto X.bin,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/International%20Moto%20X.png
PSX-BFD8CB03,International Moto X,CUE,Sony PlayStation 1,General,International Moto X.cue is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",510 Bytes,https://archive.org/download/Centuron-PSX/International Moto X.cue,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/International%20Moto%20X.png
PSX-4FB9D04F,International Superstar Soccer Deluxe,BIN,Sony PlayStation 1,General,International Superstar Soccer Deluxe.bin is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",269.17 MB,https://archive.org/download/Centuron-PSX/International Superstar Soccer Deluxe.bin,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/International%20Superstar%20Soccer%20Deluxe.png
PSX-57CDE2FD,International Superstar Soccer Deluxe,CUE,Sony PlayStation 1,General,International Superstar Soccer Deluxe.cue is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",100 Bytes,https://archive.org/download/Centuron-PSX/International Superstar Soccer Deluxe.cue,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/International%20Superstar%20Soccer%20Deluxe.png
PSX-87C5839B,International Superstar Soccer Pro '98,BIN,Sony PlayStation 1,General,International Superstar Soccer Pro '98.bin is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",422.90 MB,https://archive.org/download/Centuron-PSX/International Superstar Soccer Pro '98.bin,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/International%20Superstar%20Soccer%20Pro%20%2798.png
PSX-8C7BEB63,International Superstar Soccer Pro '98,CUE,Sony PlayStation 1,General,International Superstar Soccer Pro '98.cue is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",223 Bytes,https://archive.org/download/Centuron-PSX/International Superstar Soccer Pro '98.cue,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/International%20Superstar%20Soccer%20Pro%20%2798.png
PSX-3774A5F6,International Superstar Soccer Pro,BIN,Sony PlayStation 1,General,International Superstar Soccer Pro.bin is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",298.00 MB,https://archive.org/download/Centuron-PSX/International Superstar Soccer Pro.bin,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/International%20Superstar%20Soccer%20Pro.png
PSX-D693056D,International Superstar Soccer Pro,CUE,Sony PlayStation 1,General,International Superstar Soccer Pro.cue is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",707 Bytes,https://archive.org/download/Centuron-PSX/International Superstar Soccer Pro.cue,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/International%20Superstar%20Soccer%20Pro.png
PSX-B8206306,International Superstar Soccer,BIN,Sony PlayStation 1,General,International Superstar Soccer.bin is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",329.08 MB,https://archive.org/download/Centuron-PSX/International Superstar Soccer.bin,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/International%20Superstar%20Soccer.png
PSX-65F295CB,International Superstar Soccer,CUE,Sony PlayStation 1,General,International Superstar Soccer.cue is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",93 Bytes,https://archive.org/download/Centuron-PSX/International Superstar Soccer.cue,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/International%20Superstar%20Soccer.png
PSX-D0A4AD65,International Track & Field 2,BIN,Sony PlayStation 1,General,International Track & Field 2.bin is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",524.00 MB,https://archive.org/download/Centuron-PSX/International Track & Field 2.bin,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/International%20Track%20%26%20Field%202.png
PSX-95862476,International Track & Field 2,CUE,Sony PlayStation 1,General,International Track & Field 2.cue is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",92 Bytes,https://archive.org/download/Centuron-PSX/International Track & Field 2.cue,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/International%20Track%20%26%20Field%202.png
PSX-3C1B300E,International Track & Field,BIN,Sony PlayStation 1,General,International Track & Field.bin is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",272.85 MB,https://archive.org/download/Centuron-PSX/International Track & Field.bin,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/International%20Track%20%26%20Field.png
PSX-F4D5EFC7,International Track & Field,CUE,Sony PlayStation 1,General,International Track & Field.cue is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",90 Bytes,https://archive.org/download/Centuron-PSX/International Track & Field.cue,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/International%20Track%20%26%20Field.png
PSX-C855E128,Interplay Sports Baseball 2000,BIN,Sony PlayStation 1,Sports,"Interplay Sports Baseball 2000.bin is an engaging Sports game released for the Sony PlayStation 1. This title offers a unique experience within the sports genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",133.35 MB,https://archive.org/download/Centuron-PSX/Interplay Sports Baseball 2000.bin,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Interplay%20Sports%20Baseball%202000.png
PSX-7FF1841E,Interplay Sports Baseball 2000,CUE,Sony PlayStation 1,Sports,"Interplay Sports Baseball 2000.cue is an engaging Sports game released for the Sony PlayStation 1. This title offers a unique experience within the sports genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",154 Bytes,https://archive.org/download/Centuron-PSX/Interplay Sports Baseball 2000.cue,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Interplay%20Sports%20Baseball%202000.png
PSX-D8968C66,InuYasha - A Feudal Fairy Tale,BIN,Sony PlayStation 1,General,InuYasha - A Feudal Fairy Tale is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",635.75 MB,https://archive.org/download/Centuron-PSX/InuYasha - A Feudal Fairy Tale (USA).bin,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/InuYasha%20-%20A%20Feudal%20Fairy%20Tale.png
PSX-46F3A317,InuYasha - A Feudal Fairy Tale,CUE,Sony PlayStation 1,General,InuYasha - A Feudal Fairy Tale is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",99 Bytes,https://archive.org/download/Centuron-PSX/InuYasha - A Feudal Fairy Tale (USA).cue,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/InuYasha%20-%20A%20Feudal%20Fairy%20Tale.png
PSX-AABB1F3F,Invasion From Beyond - B-Movie,BIN,Sony PlayStation 1,General,Invasion From Beyond - B-Movie is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",433.08 MB,https://archive.org/download/Centuron-PSX/Invasion From Beyond - B-Movie (USA).bin,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Invasion%20From%20Beyond%20-%20B-Movie.png
PSX-71B80B8A,Invasion From Beyond - B-Movie,CUE,Sony PlayStation 1,General,Invasion From Beyond - B-Movie is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",99 Bytes,https://archive.org/download/Centuron-PSX/Invasion From Beyond - B-Movie (USA).cue,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Invasion%20From%20Beyond%20-%20B-Movie.png
PSX-7B9AA9EF,Invasion,BIN,Sony PlayStation 1,General,Invasion.bin is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",422.86 MB,https://archive.org/download/Centuron-PSX/Invasion.bin,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Invasion.png
PSX-6F2BC1E4,Invasion,CUE,Sony PlayStation 1,General,Invasion.cue is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",71 Bytes,https://archive.org/download/Centuron-PSX/Invasion.cue,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Invasion.png
PSX-0BFEC428,Iron & Blood - Warriors of Ravenloft,BIN,Sony PlayStation 1,General,Iron & Blood - Warriors of Ravenloft is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",273.73 MB,https://archive.org/download/Centuron-PSX/Iron & Blood - Warriors of Ravenloft (USA).bin,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Iron%20%26%20Blood%20-%20Warriors%20of%20Ravenloft.png
PSX-26C01809,Iron & Blood - Warriors of Ravenloft,CUE,Sony PlayStation 1,General,Iron & Blood - Warriors of Ravenloft is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",144 Bytes,https://archive.org/download/Centuron-PSX/Iron & Blood - Warriors of Ravenloft (USA).cue,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Iron%20%26%20Blood%20-%20Warriors%20of%20Ravenloft.png
