GameID,FileName,Extension,Platform,Genre,Rating,Votes,Description,Compatibility,Size,DownloadLink,CoverArtLink
DOS-D933EA10,Atoms v2.1,ZIP,DOS,"Strategy, Puzzle",7.0/10,"2,811","Atoms v2.1 is an engaging Strategy, Puzzle game released for the DOS. This title offers a unique experience within the strategy, puzzle genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",138.47 KB,"https://archive.org/download/total-dos-collection-a/Atoms v2.1 (De) [SW] (1995)(Uwe Keim) [Strategy, Puzzle].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Atoms%20v2.1.png
DOS-A91A4B38,Atoms-3,ZIP,DOS,Strategy,7.9/10,795,"Atoms-3 [SW] is an engaging Strategy game released for the DOS. This title offers a unique experience within the strategy genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",31.57 KB,https://archive.org/download/total-dos-collection-a/Atoms-3 [SW] (1992)(Distant Markets) [Strategy].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Atoms-3.png
DOS-EFC692FC,Attack On Altair,ZIP,DOS,Action,9.2/10,"2,933","Attack On Altair [DC] is an engaging Action game released for the DOS. This title offers a unique experience within the action genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",22.61 KB,https://archive.org/download/total-dos-collection-a/Attack On Altair [DC] (1983)(Windmill Software) [Action].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Attack%20On%20Altair.png
DOS-43071CDE,Attack of Green Slimey Space Scum,ZIP,DOS,Action,7.9/10,"1,623","Attack of Green Slimey Space Scum is an engaging Action game released for the DOS. This title offers a unique experience within the action genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",400.88 KB,https://archive.org/download/total-dos-collection-a/Attack of Green Slimey Space Scum (1997)(Don Christie) [Action].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Attack%20of%20Green%20Slimey%20Space%20Scum.png
DOS-D6941469,Attack of Soldiers v1.1,ZIP,DOS,Strategy,6.3/10,"1,439","Attack of Soldiers v1.1 is an engaging Strategy game released for the DOS. This title offers a unique experience within the strategy genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",75.99 KB,https://archive.org/download/total-dos-collection-a/Attack of Soldiers v1.1 (2004)(Muratelic) [Strategy].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Attack%20of%20Soldiers%20v1.1.png
DOS-F5A6F186,Attack of the Blobeteers vB3,ZIP,DOS,Action,6.3/10,"2,053","Attack of the Blobeteers vB3 is an engaging Action game released for the DOS. This title offers a unique experience within the action genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",149.77 KB,https://archive.org/download/total-dos-collection-a/Attack of the Blobeteers vB3 (2000)(Nielsonkid) [Action].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Attack%20of%20the%20Blobeteers%20vB3.png
DOS-0444CD3E,Attack of the Mutant Camels PC v1.1,ZIP,DOS,Action,6.4/10,"2,779","Attack of the Mutant Camels PC v1.1 [FW] is an engaging Action game released for the DOS. This title offers a unique experience within the action genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",1.35 MB,https://archive.org/download/total-dos-collection-a/Attack of the Mutant Camels PC v1.1 [FW] (1999)(RetroSpec) [Action].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Attack%20of%20the%20Mutant%20Camels%20PC%20v1.1.png
DOS-F902BE35,Attack v1.1,ZIP,DOS,Action,9.3/10,679,"Attack v1.1 is an engaging Action game released for the DOS. This title offers a unique experience within the action genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",62.53 KB,https://archive.org/download/total-dos-collection-a/Attack v1.1 (1982)(IBM) [Action].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Attack%20v1.1.png
DOS-88663ECC,Attax v0.5,ZIP,DOS,Strategy,7.3/10,"1,463","Attax v0.5 is an engaging Strategy game released for the DOS. This title offers a unique experience within the strategy genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",86.99 KB,"https://archive.org/download/total-dos-collection-a/Attax v0.5 (Cs) (1997)(Lukas Zapletal) [Strategy, Chess].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Attax%20v0.5.png
DOS-07ABD541,Atte 2 3D v1.5,ZIP,DOS,Action,7.9/10,"1,893","Atte 2 3D v1.5 is an engaging Action game released for the DOS. This title offers a unique experience within the action genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",5.47 MB,https://archive.org/download/total-dos-collection-a/Atte 2 3D v1.5 (2001)(AlexSoft) [Action].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Atte%202%203D%20v1.5.png
DOS-C2729C4E,Atte 2 3D v1.5,ZIP,DOS,Action,6.5/10,"3,874","Atte 2 3D v1.5 is an engaging Action game released for the DOS. This title offers a unique experience within the action genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",1.84 MB,https://archive.org/download/total-dos-collection-a/Atte 2 3D v1.5 (Installer) (2001)(AlexSoft) [Action].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Atte%202%203D%20v1.5.png
DOS-BD31CBE9,Atte 3 Alpha,ZIP,DOS,Action,9.3/10,"3,461","Atte 3 Alpha is an engaging Action game released for the DOS. This title offers a unique experience within the action genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",1.52 MB,https://archive.org/download/total-dos-collection-a/Atte 3 Alpha (2002)(AlexSoft) [Action].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Atte%203%20Alpha.png
DOS-FF288707,Atte v2.0,ZIP,DOS,Action,7.8/10,"4,449","Atte v2.0 is an engaging Action game released for the DOS. This title offers a unique experience within the action genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",4.64 MB,https://archive.org/download/total-dos-collection-a/Atte v2.0 (2001)(AlexSoft) [Action].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Atte%20v2.0.png
DOS-13DA7855,Attila v2.0,ZIP,DOS,Strategy,8.6/10,"1,276","Attila v2.0 is an engaging Strategy game released for the DOS. This title offers a unique experience within the strategy genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",516.33 KB,https://archive.org/download/total-dos-collection-a/Attila v2.0 (En) [SW] (1996)(Lueder Osmers) [Strategy].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Attila%20v2.0.png
DOS-4A618116,Au nom de l'Hermine,ZIP,DOS,Adventure,8.3/10,"4,744","Au nom de l'Hermine is an engaging Adventure game released for the DOS. This title offers a unique experience within the adventure genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",148.31 KB,https://archive.org/download/total-dos-collection-a/Au nom de l'Hermine (Fr) (1988)(Coktel Vision) [Adventure].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Au%20nom%20de%20l%27Hermine.png
DOS-967E9C63,Auf der Suche nach Dr. Gara,ZIP,DOS,Adventure,6.4/10,"1,390","Auf der Suche nach Dr. Gara is an engaging Adventure game released for the DOS. This title offers a unique experience within the adventure genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",1.38 MB,https://archive.org/download/total-dos-collection-a/Auf der Suche nach Dr. Gara (De) (1994)(ARAG) [Adventure].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Auf%20der%20Suche%20nach%20Dr.%20Gara.png
DOS-BD6CF918,Auf der Suche nach Dr. Gara,ZIP,DOS,Adventure,6.5/10,"2,589","Auf der Suche nach Dr. Gara is an engaging Adventure game released for the DOS. This title offers a unique experience within the adventure genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",1.36 MB,https://archive.org/download/total-dos-collection-a/Auf der Suche nach Dr. Gara (Installer) (De) (1994)(ARAG) [Adventure].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Auf%20der%20Suche%20nach%20Dr.%20Gara.png
DOS-363DA409,Aufschwung Ost,ZIP,DOS,Simulation,7.7/10,"1,631","Aufschwung Ost is an engaging Simulation game released for the DOS. This title offers a unique experience within the simulation genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",1.05 MB,https://archive.org/download/total-dos-collection-a/Aufschwung Ost (De) (1993)(Sunflowers Interactive Entertainment Software GmbH) [Simulation].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Aufschwung%20Ost.png
DOS-16570E25,"Aufstand der Dinge, Der",ZIP,DOS,Action,9.5/10,"4,691","Aufstand der Dinge, Der is an engaging Action game released for the DOS. This title offers a unique experience within the action genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",641.10 KB,"https://archive.org/download/total-dos-collection-a/Aufstand der Dinge, Der (De) (Installer) [SWR] (1994)(NBG EDV Handels- und Verlags GmbH) [Action].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Aufstand%20der%20Dinge%2C%20Der.png
DOS-E0E73DF9,"Aufstand der Dinge, Der",ZIP,DOS,Action,6.1/10,"2,199","Aufstand der Dinge, Der is an engaging Action game released for the DOS. This title offers a unique experience within the action genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",602.18 KB,"https://archive.org/download/total-dos-collection-a/Aufstand der Dinge, Der (De) [SWR] (1994)(NBG EDV Handels- und Verlags GmbH) [Action].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Aufstand%20der%20Dinge%2C%20Der.png
DOS-6240C3DF,"Aufstand der Dinge, Der",ZIP,DOS,Action,7.5/10,"4,399","Aufstand der Dinge, Der is an engaging Action game released for the DOS. This title offers a unique experience within the action genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",509.48 KB,"https://archive.org/download/total-dos-collection-a/Aufstand der Dinge, Der (De) [SW] (1994)(NBG EDV Handels- und Verlags GmbH) [Action].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Aufstand%20der%20Dinge%2C%20Der.png
DOS-93D2878A,Aurora Borealis v1.96,ZIP,DOS,Strategy,7.1/10,"1,276","Aurora Borealis is an engaging Strategy game released for the DOS. This title offers a unique experience within the strategy genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",202.29 KB,https://archive.org/download/total-dos-collection-a/Aurora Borealis (demo) v1.96 (En)(Ru)(Pt) (2003)(Alexander Svirin) [Strategy].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Aurora%20Borealis%20v1.96.png
DOS-52555B6B,Aurora Borealis v1.96,ZIP,DOS,Strategy,9.0/10,"4,583","Aurora Borealis is an engaging Strategy game released for the DOS. This title offers a unique experience within the strategy genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",205.48 KB,https://archive.org/download/total-dos-collection-a/Aurora Borealis (demo) v1.96 (En)(Ru)(Pt) [f1] (2003)(Alexander Svirin) [Strategy].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Aurora%20Borealis%20v1.96.png
DOS-2E5FA036,Aurora Borealis v1.98,ZIP,DOS,Strategy,8.3/10,"2,723","Aurora Borealis is an engaging Strategy game released for the DOS. This title offers a unique experience within the strategy genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",35.82 MB,https://archive.org/download/total-dos-collection-a/Aurora Borealis (demo) v1.98 (En)(Ru)(Pt) (2003)(Alexander Svirin) [Strategy].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Aurora%20Borealis%20v1.98.png
DOS-B5F4DD99,Aurora Borealis v1.99,ZIP,DOS,Strategy,7.0/10,"4,685","Aurora Borealis v1.99 is an engaging Strategy game released for the DOS. This title offers a unique experience within the strategy genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",81.25 KB,https://archive.org/download/total-dos-collection-a/Aurora Borealis v1.99 (En)(Ru)(Pt) (2007)(Alexander Svirin) [Strategy].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Aurora%20Borealis%20v1.99.png
DOS-A5D62CCE,Aussenpolitik zum Anfassen v2.7,ZIP,DOS,Educational,8.8/10,"1,657","Aussenpolitik zum Anfassen v2.7 is an engaging Educational game released for the DOS. This title offers a unique experience within the educational genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",803.49 KB,https://archive.org/download/total-dos-collection-a/Aussenpolitik zum Anfassen v2.7 (De) (1994)(Auswärtiges Amt) [Educational].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Aussenpolitik%20zum%20Anfassen%20v2.7.png
DOS-119848B3,Aussenpolitik zum Anfassen v2.7,ZIP,DOS,Educational,7.1/10,"1,144","Aussenpolitik zum Anfassen v2.7 is an engaging Educational game released for the DOS. This title offers a unique experience within the educational genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",859.06 KB,https://archive.org/download/total-dos-collection-a/Aussenpolitik zum Anfassen v2.7 (Installer) (De) (1994)(Auswärtiges Amt) [Educational].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Aussenpolitik%20zum%20Anfassen%20v2.7.png
DOS-4D975779,Aussie Joker Poker,ZIP,DOS,"Strategy, Cards",7.2/10,"3,670","Aussie Joker Poker is an engaging Strategy, Cards game released for the DOS. This title offers a unique experience within the strategy, cards genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",85.47 KB,"https://archive.org/download/total-dos-collection-a/Aussie Joker Poker (1987)(Mindscape, Inc.) [Strategy, Cards].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Aussie%20Joker%20Poker.png
DOS-44FE9843,Austerlitz,ZIP,DOS,General,8.0/10,"3,617",Austerlitz is a classic title for the DOS. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",135.30 KB,"https://archive.org/download/total-dos-collection-a/Austerlitz (1989)(Mirrorsoft Ltd., Personal Software Services) [IMA][720k].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Austerlitz.png
DOS-B4D13C61,Austerlitz,ZIP,DOS,"Simulation, Strategy",7.2/10,553,"Austerlitz is an engaging Simulation, Strategy game released for the DOS. This title offers a unique experience within the simulation, strategy genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",131.03 KB,"https://archive.org/download/total-dos-collection-a/Austerlitz (1989)(Mirrorsoft Ltd., Personal Software Services) [Simulation, Strategy, War].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Austerlitz.png
DOS-97735C50,Austerlitz,ZIP,DOS,General,9.2/10,831,Austerlitz is a classic title for the DOS. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",20.25 MB,"https://archive.org/download/total-dos-collection-a/Austerlitz (1989)(Mirrorsoft Ltd., Personal Software Services) [kfx][720k].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Austerlitz.png
DOS-E6FC2920,Authentic Taiwan Sixteen Mahjong,ZIP,DOS,Strategy,6.3/10,294,"Authentic Taiwan Sixteen Mahjong is an engaging Strategy game released for the DOS. This title offers a unique experience within the strategy genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",3.43 MB,https://archive.org/download/total-dos-collection-a/Authentic Taiwan Sixteen Mahjong (Installer) (Zh) (1994)(Softstar Entertainment Inc.) [Strategy].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Authentic%20Taiwan%20Sixteen%20Mahjong.png
DOS-A30F3EED,Authentic Taiwan Sixteen Mahjong,ZIP,DOS,General,8.3/10,"1,574",Authentic Taiwan Sixteen Mahjong is a classic title for the DOS. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",3.39 MB,https://archive.org/download/total-dos-collection-a/Authentic Taiwan Sixteen Mahjong (Zh) (1994)(Softstar Entertainment Inc.) [IMA][1200k][!].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Authentic%20Taiwan%20Sixteen%20Mahjong.png
DOS-9DD72D9A,Authentic Taiwan Sixteen Mahjong,ZIP,DOS,General,6.1/10,"4,474",Authentic Taiwan Sixteen Mahjong is a classic title for the DOS. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",82.82 MB,https://archive.org/download/total-dos-collection-a/Authentic Taiwan Sixteen Mahjong (Zh) (1994)(Softstar Entertainment Inc.) [kfx][1200k][!].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Authentic%20Taiwan%20Sixteen%20Mahjong.png
DOS-C65A2DDB,Autka,ZIP,DOS,Racing - Driving,7.0/10,"2,776","Autka is an engaging Racing - Driving game released for the DOS. This title offers a unique experience within the racing - driving genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",20.80 MB,https://archive.org/download/total-dos-collection-a/Autka (Pl) (1997)(L.K. Avalon) [Racing - Driving].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Autka.png
DOS-493F3E89,Auto Insight,ZIP,DOS,General,6.5/10,"3,033",Auto Insight is a classic title for the DOS. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",3.32 MB,https://archive.org/download/total-dos-collection-a/Auto Insight (1992)(Informative Graphics Corp.) [Application].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Auto%20Insight.png
DOS-FF1363FE,AutoCAD v2.18,ZIP,DOS,General,8.9/10,"1,940",AutoCAD v2.18 is a classic title for the DOS. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",476.62 KB,"https://archive.org/download/total-dos-collection-a/AutoCAD v2.18 (1985)(Autodesk, Inc.) [Application].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/AutoCAD%20v2.18.png
DOS-9C548D42,AutoMenu v4.7,ZIP,DOS,General,7.6/10,493,AutoMenu v4.7 is a classic title for the DOS. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",85.21 KB,"https://archive.org/download/total-dos-collection-a/AutoMenu v4.7 (1990)(Agee Enterprises, Inc) [IMA][720k].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/AutoMenu%20v4.7.png
DOS-7D90F589,AutoMenu v4.7,ZIP,DOS,General,7.7/10,999,AutoMenu v4.7 is a classic title for the DOS. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",13.51 MB,"https://archive.org/download/total-dos-collection-a/AutoMenu v4.7 (1990)(Agee Enterprises, Inc) [kfx][720k].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/AutoMenu%20v4.7.png
DOS-DD009A55,AutoSketch,ZIP,DOS,General,7.8/10,"1,185",AutoSketch is a classic title for the DOS. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",243.09 KB,"https://archive.org/download/total-dos-collection-a/AutoSketch (1986)(Autodesk, Inc.) [Application].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/AutoSketch.png
DOS-378BFAD3,Autobots v1.1p,ZIP,DOS,Action,9.5/10,490,"Autobots v1.1p is an engaging Action game released for the DOS. This title offers a unique experience within the action genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",28.85 KB,https://archive.org/download/total-dos-collection-a/Autobots v1.1p (1989)(Scott Emmons) [Action].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Autobots%20v1.1p.png
DOS-70651A42,Autocrash,ZIP,DOS,"Action, Racing - Driving",6.7/10,"4,352","Autocrash is an engaging Action, Racing - Driving game released for the DOS. This title offers a unique experience within the action, racing - driving genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",29.38 KB,"https://archive.org/download/total-dos-collection-a/Autocrash (Es) (1991)(Zigurat Software S.L.) [Action, Racing - Driving].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Autocrash.png
DOS-19A21766,Autoduel,ZIP,DOS,"Adventure, Racing - Driving, Role-Playing (RPG), Simulation",8.2/10,"2,383","Autoduel is an engaging Adventure, Racing - Driving, Role-Playing (RPG), Simulation game released for the DOS. This title offers a unique experience within the adventure, racing - driving, role-playing (rpg), simulation genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",210.30 KB,"https://archive.org/download/total-dos-collection-a/Autoduel (1988)(ORIGIN Systems, Inc.) [Adventure, Racing - Driving, Role-Playing (RPG), Simulation].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Autoduel.png
DOS-D875F93A,Autoduel,ZIP,DOS,General,9.1/10,"3,057",Autoduel is a classic title for the DOS. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",3.50 KB,"https://archive.org/download/total-dos-collection-a/Autoduel (1988)(ORIGIN Systems, Inc.) [Quick Docs].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Autoduel.png
DOS-C2AFB79B,Autoduel,ZIP,DOS,"Adventure, RPG, Role-Playing, Simulation, Racing",8.7/10,"3,142","Autoduel [h1] is an engaging Adventure, RPG, Role-Playing, Simulation, Racing game released for the DOS. This title offers a unique experience within the adventure, rpg, role-playing, simulation, racing genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",213.80 KB,"https://archive.org/download/total-dos-collection-a/Autoduel [h1] (1988)(ORIGIN Systems, Inc.) [Adventure, Racing - Driving, Role-Playing (RPG), Simulation].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Autoduel.png
DOS-D8A0EE87,Automated Othello v2.0,ZIP,DOS,Strategy,9.0/10,"3,954","Automated Othello v2.0 is an engaging Strategy game released for the DOS. This title offers a unique experience within the strategy genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",15.12 KB,"https://archive.org/download/total-dos-collection-a/Automated Othello v2.0 (1986)(Jeffrey S. Clary) [Strategy, Board].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Automated%20Othello%20v2.0.png
DOS-47D305ED,Automenu v4.01,ZIP,DOS,General,8.4/10,"3,296",Automenu v4.01 is a classic title for the DOS. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",61.44 KB,https://archive.org/download/total-dos-collection-a/Automenu v4.01 (1987)(Magee Enterprises) [Application].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Automenu%20v4.01.png
DOS-9C0EAB54,Automon v3.0,ZIP,DOS,Strategy,8.2/10,761,"Automon v3.0 is an engaging Strategy game released for the DOS. This title offers a unique experience within the strategy genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",104.32 KB,https://archive.org/download/total-dos-collection-a/Automon v3.0 (1990)(Ron Mignery) [Strategy].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Automon%20v3.0.png
